qt,qt,openstack,openstack
qregion.cpp,0.12901593993107477, comprehension,0.07863295823335648
:fromlatin1,0.12890762587388357, confusing,0.07836996018886566
robert,0.12888009548187257, cache,0.07834855806739892
push,0.12884165346622467, ports,0.07834098070937519
locate,0.1288411021232605, simple,0.07813191646710038
ea70ec8711af45128d63634a01dfc4c1a51ac331,0.12881391495466232, sure,0.07800210718261569
forwards,0.12865810394287108, lead,0.07800091803073883
7,0.12864360958337784, follows,0.07799147441983223
uncovered,0.12850381433963776, lease,0.07776085866822137
management,0.12846095487475395, dnsmasq,0.07775996819138527
registering,0.1284446597099304, mongodb,0.0777371171861887
through,0.1284368695855579, foo.builder,0.07760065297285716
mips32,0.1284182369709015, cleanup,0.07753223681732291
functionality,0.12840936945653275, restore,0.0775250072280566
almost,0.1282820045016706, headers,0.07748707880576451
fixed,0.12827977092693682, filters,0.0774870448490569
deadlock,0.12822032844026884, will,0.07747938013330224
marked,0.12817346217731634, device_owner,0.07747514670093854
seem,0.12815661231676737, mistake,0.07743800431489944
imageloader,0.12815430760383606, steps,0.07740137111395598
various,0.1280923906713724, share,0.07738600564854485
sæther,0.12803378124194947, under,0.07733622437808663
lehtonen,0.12802949361503124, error,0.07714233494956385
impossible,0.12784425616264344, also,0.07703378921339535
renderer,0.12783466770567678, volume,0.07695188583644523
information,0.12780411774292588, db/api.py,0.0769442692399025
drop,0.1277188372544267, with,0.07685223730203385
ms,0.12747777750094733, virtual,0.07682645786553621
qmlplugindump,0.1273636132478714, connections,0.07681622196521078
selection,0.12719181857325815, test_preparing_xml_info,0.07679318636655807
frame,0.12711153887212276, deployer-specific,0.07667477428913116
libs,0.1269010603427887, unnoticed,0.0765566024929285
glx,0.12684674561023712, existing,0.0765116147042529
deleted,0.12683392129838467, adjust,0.07646627558278851
myxvalue,0.12669182072083154, distribute,0.07631824413935344
gc,0.12653149005312186, associate,0.07629639375954866
typedef,0.12643313195024217, two,0.07618350399340071
turned,0.1262900710105896, raises,0.0761351379333064
;,0.1262756362007672, because,0.07613175551236516
wbremer,0.12609831988811493, _is_multi_host,0.07607247680425644
stopatbounds,0.12603019177913666, russell,0.07605772465467453
fde,0.1258626381556193, remove,0.07599395823915704
scan,0.12585858297016886, reduce,0.07590875371048848
indexes,0.12585243582725525, build,0.07585456036031246
pinch,0.12582355737686157, nopermission,0.07576993977030118
output,0.1257939620218316, generation,0.07570807139078777
qinetic.com.au,0.1257813796401024, raising,0.0756618283689022
xcb_wait_for_reply,0.12574581801891327, -e,0.07558327913284302
pierre,0.12573604006320238, steven,0.07552489265799522
martin.smith,0.1257260129428827, centralized,0.07549208030104637
_qt_builtinformats,0.1255321204662323, kwarg,0.07546476274728775
between,0.12543698484305202, key,0.07543448995732303
implementation,0.12530335889508326, ca,0.07540997037930149
endless,0.12520989775657654, fixing,0.07533091413123268
quick,0.1251892794600942, output,0.07530125553187515
windeployqt,0.12514493465423585, provided,0.07526153583939259
t,0.12499042693525553, assertion,0.07521218853071332
enginioreply,0.12440323829650879, line,0.07520683811463673
rectangle,0.1242940291762352, circumstances,0.07517412304878235
\badcode,0.12414229661226273, then,0.07515265441656993
rendering,0.12413612883538008, supplied,0.07513879239559174
accessing,0.12411841253439586, home,0.07491569966077805
qquicktextedit,0.12394585460424423, initialize,0.07477929093874991
older,0.12392991781234741, who,0.07469924415151279
toby,0.12381702288985252, interaction,0.0745968515984714
usage,0.12374498659563768, general-host-aggregates,0.07457876872892182
take,0.12374373584752903, whole,0.0745653851578633
common,0.12361583152475457, head,0.07452641826655183
qstatemachine,0.12353653460741043, broken,0.07441968752659466
jason.barron,0.12331129610538483, 1.,0.07408686727285385
tab,0.12330393865704536, models,0.07407560978423465
writing,0.1232964933778231, creating,0.07395211451400358
qopenglcontext,0.12321134184797605, inconsistency,0.07392208278179169
exist,0.12315635518594222, swiftclient,0.0738962504256051
activate,0.12311439216136932, 20,0.0738004557788372
detail,0.12304067611694336, 10g,0.07378877606242895
bold,0.12301537883467972, etc,0.07376418123021722
maintaining,0.12294266372919083, unshelving,0.07375318673439324
qwidgetbackingstore,0.12283816002309322, ofc,0.07369911794861157
visual,0.12277294801814216, part1,0.07368530575186014
declared,0.12273698206990957, [,0.07360168857923616
requests,0.122715855948627, retried,0.07359426779051621
delivered,0.12265950068831444, internally,0.07349048554897308
qsgrendercontext,0.12253240744272868, chains,0.07340840250253677
stabilize,0.12246702777014838, allowed,0.07340028288308531
follows,0.12239798655112584, initialize_connection,0.0733657255768776
blocks,0.1223635630948203, os,0.07331786925594012
typo,0.12235563458746364, a,0.07325095554543357
resize,0.12231125953522595, repeatedly,0.07318611443042755
van,0.1223101019859314, formerly,0.07305778563022614
told,0.12228981405496597, estimation,0.07305179536342621
qfontengine,0.12220370769500732, create,0.07278782577481197
calculating,0.12213577479124069, space,0.07272618688229057
andrew,0.12208564983059962, wrap,0.07269804179668427
benchmark,0.12203020434826613, contents,0.07269115839153528
simon,0.12200088581800189, live,0.07248242913434903
suggested,0.12195908650755882, available,0.07235338493924716
qmutex,0.12190383672714233, nova/network/manager.py,0.07231929153203964
route,0.12183118611574173, null,0.0722633570432663
header,0.12171269411919639, tenant,0.07218061786677156
christian.stromme,0.12167143249618155, phase,0.07197351264767349
returning,0.12150888016017583, independent,0.0718572661280632
sample,0.12124065682291985, n't,0.07185254267682986
message,0.12110085136674602, qemu-img,0.07172567741228984
endianness,0.1210416853427887, stderr,0.07169155613519251
:paintlayer,0.1210378035902977, respond,0.0715863046546777
themable,0.12102823704481125, of,0.07157537369814572
v8object,0.1210093895594279, owns,0.07149390876293182
javascriptcore,0.1209702417254448, allocate,0.0714288605377078
recording,0.12058885898441077, fc,0.071407322372709
/usr/lib/x86_64-linux-gnu/libqt5quick.so.5.2.1,0.12005361914634705, grow,0.07137514650821686
parsingmode,0.12001644944151242, powered,0.07123266160488129
probe,0.11998467147350311, long,0.07118691257475053
jean,0.11984802782535553, system,0.07115628620764862
belong,0.11978367250412703, refactoring,0.0711449711687035
shaders,0.11966563264528911, probetests,0.07110888386766116
selftest,0.11966534703969955, catching,0.07104289904236794
flickable,0.11954754910298757, cells,0.07104108707114522
setting/clearing,0.11932192137464881, or,0.07101243813527051
lpapp,0.1192344328211177, chunked,0.07094043067523412
yet,0.11920181851690778, sub-plugin,0.07091813534498215
refuse,0.11919575184583664, renames,0.07091038674116135
returns,0.11915859309956431, ends,0.07078568761547406
mccarthy,0.11905979575254978, existent,0.07074669500192006
info,0.11901057744398713, guests,0.07071936950087547
v4,0.11889238065729539, is_dict,0.07067675143480301
let,0.11888790367027888, foreign,0.0706569878384471
reported-by,0.11855065822601318, tries,0.07062021410092711
qttest,0.11854833201505244, libvirt_cpu_model,0.07057972997426987
property,0.11852079985412554, imports,0.07048715111089959
starts,0.11829796433448792, retry,0.07041895731041829
unrelated,0.11827405542135239, confirm_resize,0.07026943067709605
ios,0.11808737559664634, itself,0.07018771380759202
jake.petroules,0.11802193522453308, migrate,0.07013133664925893
assignments,0.11788861826062202, hyper-v,0.07008862696503373
forcing,0.11787032584349315, clarify,0.07008431789775689
handles,0.11785498015921224, daemon,0.07004743069410324
graphics,0.1177077223546803, dhcp-agent,0.06986598391085863
no-op,0.11767210851290397, need,0.06983627151367405
robert.loehning,0.11765379458665848, target_iqn,0.06983598570028941
patch,0.11765114381373284, 'm,0.06972778919670317
qscreen,0.11755219101905823, specifying,0.06968050301074982
==22686==,0.1175003673415631, slight,0.06965681910514832
comments,0.11738551697797245, compute-manager-objects-juno,0.06945700198411942
extracondition,0.11721374839544296, naming,0.06925148330628872
qplatformmenu,0.11715491861104965, new,0.06910042738080864
fonts,0.11714443467700711, normally,0.0690729096531868
insert,0.11712662296901856, guessing,0.06905822455883026
gabriel,0.117115726417585, openvswitch,0.06893670341620843
papp,0.11697361556192239, developers,0.06878992915153503
named,0.11696380376815796, capitalization,0.06856158375740051
main,0.11691753317912419, periodic-tasks-to-db-slave,0.06841753609478474
qprinter,0.1169132674112916, helper,0.06834409557856046
reset,0.11656863801181316, db,0.06830279815374755
overloads,0.11652950445810954, way,0.0681701277300652
hook,0.11634540557861328, vimfaultexception,0.0681489611743018
styles,0.11626650989055634, tunneling,0.06814764626324177
simple,0.1162236722666421, creates,0.06808147598057986
trampoline,0.11621889378875494, investigated,0.06796351820230484
corruption,0.11620006958643596, get_host_uptime,0.06792908161878586
multiline,0.11578285694122314, deferred,0.06776803483565648
design,0.11577626504004002, imagebackend.py,0.06773661822080612
phartmann,0.11575976759195328, finishes,0.06773578375577927
cached,0.11569280065596103, console,0.0677107073366642
start,0.1156796696798309, get_instance_by_floating_ip_addr,0.06758248992264271
obsolete,0.11567917205393315, mode,0.0675783408805728
webkit,0.11562143328289191, api,0.06750746674244947
j-p,0.11550837872630876, additionally,0.0674952506669797
fail,0.11548631851162229, computing,0.06749279797077179
options,0.1154038168489933, supporting,0.06744992826133966
slider,0.11539008542895317, deployments,0.06742047766844432
:destroyed,0.11514530330896378, 'host,0.06736317987088114
qsoundeffect,0.11512143593281507, real,0.06733212407146182
problems,0.11511591875127383, compatibility,0.06732673884835094
egl,0.11509937651377793, segments,0.0672166921198368
``,0.1150930198801068, input,0.06715803841749828
qanimationgroupjob,0.11508561670780182, pending_delete,0.0671273919288069
factors,0.11476624757051468, http,0.06705748298554681
jorgen.lind,0.11469349327186744, detected,0.06704430282115936
appearance,0.11463215574622154, scope,0.06677949774478163
non-atomic,0.11461664487918218, 3.01,0.06676048785448074
znc.in,0.11453562462702394, *,0.06675935746035214
individual,0.1143960990011692, api_samples,0.066751629114151
device,0.11435934710833762, case,0.06666461288267256
attempted,0.11428138613700867, evacuate,0.06661191117018461
qclipboard,0.1142563745379448, link,0.06660318871339162
've,0.1142163597047329, __init__,0.06648988723754883
ramsay,0.11400774334158216, indicates,0.06646908766457013
declarative,0.11396116390824318, copied,0.06641054153442383
^,0.11393536627292633, outside,0.0664099273937089
private,0.11386147343982307, exception,0.06639389854529475
prototype,0.11383949449429145, regular,0.06623264402151108
number,0.11376618925499281, cells_api.py,0.06613541394472122
under,0.11376155666740877, rescue,0.06604104284913494
focus,0.11371635233696836, operations,0.06589006824475346
void,0.11370948991472167, returned,0.06587793282457054
will,0.11369383768282774, subquery,0.06587177515029907
12.04,0.11343972384929657, 422,0.06583382748067379
driver,0.1133578324361759, unchanged,0.06581666618585587
users.sourceforge.net,0.11333929002285004, version_control,0.0656838429470857
pro,0.11328545808792115, ignored,0.06553516833810136
bounding,0.11327313844646726, deleting,0.06547386478632689
michael.goddard,0.11325770316438542, obsolete,0.06546434760093689
crashing,0.1132161095738411, overhead,0.06535469833761454
such,0.11314113105816598, provide,0.06532860346071954
tor.arne.vestbo,0.11298836953938007, lazy,0.06530813551084562
jason,0.11290532546608072, corresponding,0.06530780006538738
maximized,0.11288804188370705, representation,0.06528690457344055
hughes,0.11279665257619775, duplicated,0.06519318115897477
now,0.11277526640474822, disassociate,0.06519276230877342
calculated,0.11276293057017028, notfound,0.06512100001176198
organization,0.11261589825153351, clone,0.06510214735236433
auto-tests,0.11259919901688893, overridden,0.0648780670017004
items,0.1124625311586661, very,0.064842863753438
qtry_,0.11244549602270126, time.sleep,0.06483098864555359
dialog,0.1123182872730878, done,0.06463563156365934
convert,0.11227654002606868, lsn,0.06460693388362415
opaque,0.1122203841805458, backwards,0.06433649309910834
8192,0.1121732322499156, sf,0.06417916715145111
qualifier,0.1121356226503849, violate,0.06413749791681767
failing,0.1121132098711454, dhcp-agent-network-remove,0.06405148282647133
koehne,0.1120114212944394, vhd-util,0.0640091598033905
j.,0.11196504594029291, mapping,0.0640071985690156
member,0.11188559507330259, messages,0.06396209256667079
leaks,0.11172753572463989, \,0.06368331362803777
apis,0.11169962762770327, again,0.06363851756655745
:map,0.1116721232732137, creation,0.06356705196846563
goddard,0.11161389537155628, versioning,0.06336070373654365
qttools,0.11154391430318356, worth,0.06335385888814926
unistd.h,0.11151015013456345, infrastructure,0.06326532363891602
36,0.11145710200071335, coded,0.06321065314114094
meaning,0.11143237352371216, reverts,0.0631071546425422
rid,0.11121939131546588, i,0.06302957367151976
what,0.11109661587790863, shutdown,0.06292294380413792
guaranteed,0.11088134162127972, view,0.06289995461702347
keeps,0.1108336865901947, debugging,0.06271187216043472
shape,0.11080595354239146, turns,0.06259597465395927
how,0.11078115268537658, testrepository,0.062375700722138085
qtplugins,0.11074786633253098, terminate,0.06235179305076599
showed,0.11063937097787857, taken,0.062340045968691506
compile-time,0.11062678694725037, connect,0.06232516355812549
tasks,0.11060424894094467, glance,0.062288505339529364
qquickwebviewexperimental,0.1103922426700592, exceptions,0.062198086343705654
merging,0.11018475517630577, silently,0.06216365285217762
given,0.10980957176755457, quotaerror,0.06184742599725723
configure,0.10980858507735486, advanced,0.06181103736162186
focusable,0.10977985461552937, ],0.061773572783832525
qbytearray,0.10962581562489504, conditions,0.061773293518594334
inlined,0.10960624863704045, launch_index,0.061727539325753845
moved,0.10954535019118339, injection,0.061662301421165466
architectures,0.10954339057207108, thrown,0.06151228491216898
rest,0.10935068130493164, cleaning,0.06149215251207352
reference,0.10932128385712321, image_utils,0.061406828463077545
taken,0.10911141605012947, 19,0.06137373112142086
processing,0.10908240255796248, undefined,0.06129955966025591
font,0.10897644519805909, well,0.06111578132353119
opengles,0.10897542536258698, setup.py,0.06100124982185662
done,0.10887741763462228, para,0.06096663698554039
uncomment,0.10877850651741028, i18n,0.06095520353743008
qlatin1string,0.10877257883548737, eliminate,0.06091128662228584
martin.jones,0.10867065416338544, enables,0.0608313262462616
honor,0.10866183415055275, individually,0.06079011783003807
qprinterinfo,0.10862717777490616, 2616,0.060696729769309364
qtbug-32871,0.10854755761101842, name='pit,0.06055419147014618
suffixes,0.10849767178297043, as,0.06043895509630499
cleanups,0.1084796879440546, delete,0.060397586341326435
{,0.10846270496957004, they,0.06039052127600938
tst_examples,0.10833675072838862, pending,0.06037878151983023
effect,0.1082749105989933, false,0.060366778585471605
shader,0.10820755562079805, got,0.060325360339548856
error,0.1081585054674165, raised,0.060227825733212136
introduced,0.10815655224381343, vm_util,0.060223255306482315
entering,0.10815551970154047, went,0.06018325872719288
option,0.10811807028949261, -,0.060162611683750505
hacks,0.10800456628203392, protect,0.06010260060429573
centralize,0.1079612746834755, hand,0.060056572780013084
streamline,0.10795326034228007, commit,0.059990949124436484
scopes,0.10793835173050563, purposes,0.05980378327270349
element,0.10776508197671285, loaders,0.05964786075055599
date,0.10768717527389526, vc,0.0593712218105793
modules,0.10767373285795513, manager,0.05927461508768969
formats,0.10766253340989351, remained,0.059248353044191994
should,0.10764728582438987, setup,0.05924041689697491
webview,0.10762511690457661, resolve,0.05922685687740644
qguiapplicationprivate,0.10758614540100098, vmops.py,0.05906467139720917
recent,0.1075807437300682, entity,0.05900278687477112
translation,0.10734267027250358, developer,0.05892737954854965
holds,0.10721708089113235, services,0.058905470850212235
them,0.1072031304705888, variable,0.05889098697103733
3.2,0.10718427350123723, \n,0.05884213745594025
'mac,0.10716197453439236, exact,0.05876802280545235
qdeclarativecategory,0.10713285952806473, passed,0.05876052533758098
begin,0.10708632154597177, euca-run-instances,0.0587567463517189
autoconfigured,0.1069767577573657, architecture=x86_64,0.058710627257823944
atomics,0.10692951083183289, separating,0.05858581140637398
t.,0.10686611679072182, update_port,0.0585809163749218
first,0.10670175643548753, clients,0.05851732918785678
tries,0.1066333285222451, serialization,0.058502508948246636
2006,0.10648270510137081, chance,0.05846546186755101
qthread,0.10644002238081561, launched,0.05840632040053606
crlf,0.10637421160936356, execute,0.05837886125664227
url,0.10637091274838895, nosetests,0.05836499109864235
lupdate,0.10632853789461984, especially,0.058205798268318176
initial,0.10632441844791174, attach/detach,0.0579938143491745
semantics,0.10623969704223175, nova.db.api.network_*,0.057845279574394226
persistent,0.10622132693727811, node,0.05770718841813505
effective,0.1061205044388771, create_db_entry_for_new_instance,0.05765012403329214
step,0.10609787702560425, fedora,0.05758220122920142
aligned,0.10608454545338948, it,0.05754485812884232
mcguire,0.10589511785656214, persisted,0.057514140382409096
argument,0.10587885747240348, -1,0.05749662406742573
helpful,0.10580384731292725, luckily,0.057443543104454875
tobias,0.1057664155960083, determined,0.057292889803647995
href=,0.10570420697331429, liu,0.05724673097332319
old,0.10567369249183685, having,0.05723985470831394
qrectf,0.10563503950834274, periodic,0.057066763497211716
construction,0.10558611433953047, calls,0.05690789152868092
relied,0.10553138703107834, the,0.05665068004200122
may,0.10545632517847055, features,0.0566402591454486
accident,0.10543565452098846, retry_attempts,0.05662797763943672
second,0.10542229912243783, open,0.056599770486354825
allowed,0.10539435781538486, some,0.05655820970055892
tilt,0.10536348819732666, unnecessarily,0.05653674155473709
205,0.10534141957759857, middle,0.05652959272265434
transition,0.10508891257146995, routers,0.05645539386508366
transparent,0.10502924770116806, tracking,0.05643607613941034
bluez,0.10497418258871351, launcher,0.056425247341394424
fontconfig,0.10492026805877686, reasonable,0.0563523530960083
joona.t.petrell,0.10489930398762226, classifiers,0.05631561204791069
pointer,0.10489717900993363, get_hypervisor_hostname,0.05626949667930603
denis,0.10481535999749142, booted,0.056251669923464455
blackberry.com,0.10478710791046199, unittest,0.05619234777987003
specify,0.10473250101010005, year,0.05605985503643751
parser,0.10472531182070573, here,0.055999040730636225
adreno,0.10470795631408691, vm,0.0559548979032446
matching,0.10466253080151298, 1303360,0.05590691417455673
changed,0.10461548281212647, shortcut,0.05586996302008629
customparticle,0.10453702509403229, path,0.0558616238180548
projects,0.10446115714413198, cinder,0.05583960302651693
daniel,0.10444828526427348, bound,0.05581775680184364
gives,0.10424011964350939, tue,0.05581025127321482
hints,0.1042221337556839, fix,0.05573006522414895
position,0.10415986242772239, regenerates,0.055652063339948654
qnam,0.10402281582355499, gettext.install,0.05562548339366913
opcode,0.10391045113404591, prevent,0.05529033121737567
inf,0.10387266222387552, capacity,0.055109610160191856
instantiated,0.10367236534754436, signal,0.05504270953436693
i/o,0.10360958985984325, updated,0.055022044957149775
top-level,0.10359729081392288, validate,0.05497005707002245
utf-8,0.10350240979875837, breaking,0.05495238434135293
parameters,0.10344483989935654, find_data_files,0.054937854409217834
missing,0.1034258409841534, reflect,0.05490588862448931
mathextras.h,0.1032157689332962, behavior,0.054880993981515205
elimination,0.10313652828335762, lacking,0.05477372743189335
bodson,0.10310523957014084, retryfilter,0.05473713204264641
during,0.10307553780148737, 'offset,0.054728999733924866
qgeotilefetcher,0.1030438095331192, generated,0.05469789779321714
split,0.10304335287461679, able,0.054669317996336356
inserting,0.10300473868846893, reverted,0.054651716724038124
final,0.1029808335006237, floating_ip_update,0.05460241436958313
blasche,0.10288128396496177, fetch_to_raw,0.0545723807066679
entries,0.10287152869360787, propagated,0.054414987564086914
passed,0.10286749101110867, closes,0.054378828033804893
amd64,0.10276450775563717, quantum_nvp_port_mapping,0.054316600784659386
calls,0.10272561946390744, popped,0.05424718062082926
strlen,0.10271849296987057, any,0.05423294889848106
being,0.10261397218952577, vlan,0.05422568078973286
updating,0.10249089946349461, have,0.0541872174320061
hu,0.10246426239609718, plug,0.054087648168206215
expects,0.10242529958486557, that,0.054071499400790445
boolean,0.10238675257035841, someexception,0.05405494070146233
socket,0.10238216873258352, edge,0.05399726455410322
every,0.10225080385019905, speed,0.053887725940772464
profiles,0.10219897236675024, works,0.05386365740559995
tell,0.10218370954195659, lp,0.05386088815755508
content,0.10204497149044817, ec2,0.053853406350956194
cycle_p.h,0.10197234898805618, pulled,0.05385298281908035
last,0.1019483810024602, pause/unpause,0.05372691402832667
painter,0.10193814088900884, select,0.053646213478512235
affected,0.10191728919744492, majority,0.053504906594753265
linking,0.10188954812474549, similar,0.05342962130331822
paths,0.10185729947331693, our,0.05333504346864564
30,0,0.10182271152734756, attribute,0.05331854679589641
x,0.10179523248658624, registration,0.05317409336566925
qvariant,0.10168222657271794, passwords,0.0531277097761631
q_assert,0.10166031618913014, typical,0.05302212946116924
timer,0.10165878012776375, parts,0.053019913689543806
in/out,0.10158013552427292, explanation,0.05298669512073199
jstextposition,0.10156945884227753, existed,0.05297654680907726
clean,0.10134631275598492, message,0.052925434638084634
transitions,0.10132482647895813, syslog,0.05284374672919512
differently,0.10128882610135609, reason,0.052809798291751316
ttf,0.10124176740646362, chuck,0.05280722677707672
kevin.ottens,0.10113535076379776, zeros,0.052756291814148426
forced,0.10112461447715759, ok.,0.05272678844630718
startdragdistance,0.10112442076206207, entry,0.052715006242082876
equivalent,0.10108642578125, handling,0.0526984678581357
consistently,0.10098199546337128, mess,0.052668506279587746
image,0.10097951399428504, insert,0.05265501081885304
currentindex,0.10097026824951172, versions,0.052582859194704464
read-only,0.10092826104826397, encryption,0.052576467394828796
sean,0.10076022139983251, behaviour,0.05256317500025034
sql,0.10070537775754929, reap,0.0524756945669651
volatile,0.10058115608990192, reboot,0.05244751119365295
variables,0.10051880240440368, change,0.05242920211997679
max,0.10043596476316452, storwize,0.05241540136436621
os,0.10030822549015284, handle,0.052355713139359765
representation,0.10023888945579529, schedulers,0.05230507627129555
issues,0.10011676687281579, iterator,0.0521528534591198
fallback,0.10010492491225402, partial-bug,0.052056419530085156
non-const,0.10001763701438904, security,0.052049627019600433
shaw,0.10000194595469271, always,0.051984135750681164
qt.conf,0.0999905268351237, /servers,0.051925286650657654
:getownnonindexpropertynames,0.09998250007629395, bulk,0.05192001676186919
delegates,0.09987437166273594, impact,0.051919470774009824
cjk,0.09975985065102577, improving,0.051909094055493675
unit,0.09971119062374195, definition,0.051902411298619375
need,0.0996538608369452, occurs,0.05182330450043082
racy,0.09961755573749542, you,0.05179664646633542
:todouble,0.09950090944766998, loading,0.05177798122167587
casper.vandonderen,0.09947237394129237, close,0.051669131964445114
's,0.09945179432696757, ),0.05166727921788557
executable,0.09941493471463521, reads,0.051595840603113174
global,0.0993672267479055, an,0.05157777573932934
prompt,0.09933881958325703, does,0.051566227255692786
kalle,0.0992988683283329, code,0.05122111148261562
sort,0.09929326176643372, io,0.05120967825253805
jake,0.09917632171085902, transfer,0.05120469691852728
nested,0.09914305061101913, supposed,0.05120197807749113
sequence,0.09913178054349762, datetime,0.05120174586772919
qtquick.dialogs,0.0991258006542921, vs,0.05113205201923847
git-svn-id,0.0990040976410875, push,0.05106249451637268
ifdef,0.0989082803328832, porting,0.05093651032075286
adjusted,0.09888176123301189, thierry,0.050909124314785004
delete,0.09881255656464732, virt,0.05081032044612444
10.6,0.09871550798416137, cname_lookup,0.050710368901491165
visible,0.09843198458353679, example,0.05069989581326289
qgeomapdata,0.09837787846724193, test,0.05064625545499367
y,0.09830436110496521, fixed_ip_get_network,0.050622906535863876
qtbug-21875,0.09820330888032913, baremetal,0.05056826368672773
qtbug-21672,0.098199263215065, fill,0.050561933778226376
erroreventsender,0.09805519133806229, addn-hosts,0.05035258332888285
giuseppe,0.09800748511527975, sets,0.050321329633394876
expressions,0.09790642505201201, thing,0.050310527284940086
ssl,0.09784047993329856, behind,0.050248581916093826
classes,0.0977009476059013, container,0.05023997988213192
width,0.09768087317546209, later,0.0502146461357673
general,0.09755139933391051, metadata,0.05013888133594077
ahumada,0.09739099866871176, eval-based,0.0501233097165823
&,0.0973335159394671, performing,0.050096834699312844
assembly,0.09731730492785573, poll,0.0498349629342556
literal,0.09731568682652253, prevents,0.049819005387169976
flow,0.09729081788100302, '',0.049802587814193375
open,0.0972022648368563, minutes,0.04972198108832041
commit,0.0971525277342513, meet,0.04968518018722534
referred,0.09713771194219589, stating,0.04967209200064341
relocs,0.09713338191310565, vg,0.049662940514584385
shane,0.09710737611902387, replication,0.04960757028311491
lastwindowclosed,0.09695516526699066, loader,0.049512249417603016
sizing,0.09690944353739421, physical_utilisation,0.04950131972630819
curly,0.09688709676265717, which,0.049500340195264635
c++11,0.09676255401352356, 403,0.04949909821152687
give,0.09674139935523271, result,0.049442533496767284
jedrzej.nowacki,0.09672832393588385, relaying,0.04943137367566427
drop-related,0.0965481698513031, decide,0.04942463462551435
eugene,0.09646335244178772, readable,0.04930937786897024
mainly,0.0963113084435463, traffic,0.04921846588452657
resources,0.09617110883647745, nova-conductor,0.04919108500083288
machines,0.09617080772295594, methods,0.049105566416590196
long,0.09614631126600283, faultwrapper,0.0491042286157608
4.7,0.09613235015422106, assume,0.04894753585436514
specialize,0.0960645005106926, no,0.04869867520733871
model,0.0959774028848518, built,0.0486920028924942
hooks,0.09594219401478768, instantiated,0.0486790140469869
eglfs,0.09588269106353875, backup_*,0.04866427928209305
qitemdelegate,0.09587041288614273, `,0.04861406505043651
effectively,0.09583521634340286, ;,0.048586406390709075
hinting,0.09583011207481225, yan,0.04853289077679316
enabling,0.09580835061413902, validation,0.04852479143903173
designer,0.09565471726554362, user,0.04851610700790572
submenu,0.0956104298432668, become,0.0484587966597506
specialisations,0.09558950364589691, devices,0.04843975423968264
corresponds,0.09549809247255325, seems,0.048332069690028824
variable,0.09536243545321318, ovs_cleanup,0.04818084463477135
tos,0.09529931098222733, dump,0.0480976402759552
qurl,0.09529764742097434, initialized,0.04799290265267094
tor,0.09525827247472037, id,0.04783639755959694
binding,0.09522311575710773, maintenance,0.047816257923841476
enters,0.0951428934931755, statement,0.047735758824273944
c++,0.09510646862062541, name,0.047726332788553205
here,0.09510581579525024, attributeerror,0.047715296347936
animations,0.09485215246677399, actual,0.04768705304013565
matches,0.09483780665323138, failing,0.04763295749823252
started,0.09482314872244994, combined,0.04762985557317734
implementing,0.09464354254305363, same,0.04745539907461909
lacks,0.09449925522009532, vifs,0.04740859288722277
available,0.09446877089523992, accepts,0.047253476455807686
memory,0.094343775658515, 'msg,0.047151144593954086
implicit,0.09424702653164527, names,0.0470826578411189
test,0.09422717885025306, /usr/lib/python2.6/logging/__init__.py,0.04704742133617401
enables,0.09414647581676643, callback,0.046995471231639385
shell,0.09409924844900767, 7,0.04690094913045565
display,0.09405111049552663, many,0.04677778327216705
purpose,0.09398121138413747, libvirt/driver.py,0.04671635851264
idea,0.09394927489172135, https,0.04670470100469314
qmdisubwindow,0.09392788074910641, db.api,0.046673151664435863
cycles,0.09390708804130554, windows,0.04630913473665714
multisampling,0.09374051168560982, service_catalog,0.04626094363629818
have_tick_counter,0.09373469650745392, httprequestv3,0.046201578030983605
mechanism,0.0937214104924351, time,0.04611731071366064
escaping,0.09369197487831116, messaging,0.046062905341386795
charles.yin,0.09364625983513318, public,0.04579414501786232
server,0.09363263394110478, subdirectory,0.04568484425544739
temp,0.09361207485198975, docimpact,0.04541838344259843
less,0.09356818009952181, loadbalancer,0.0453515350818634
due,0.09348054072523321, instructions,0.04530520364642143
insignificant,0.09342137972513835, entirely,0.045233084354549646
dzyubenko,0.09324046075344086, 3k,0.04518109210766852
deletion,0.09322909116744996, status_description,0.0451740138232708
introduce,0.09322536907469232, optparse,0.0451321005821228
anttila,0.0932113379240036, exit,0.045074161142110825
spaces,0.09318094793707132, except,0.0450117992278298
qquickcanvas,0.09308940870687366, rick,0.04493030719459057
prerolled,0.09296965599060059, (,0.044875959495642895
:touchpoint,0.09285024801890056, traceback,0.04474396863952279
before,0.09280826120628315, timeout,0.044708164300148685
unlike,0.09273146305765424, cluster,0.04469089735565441
qsimpledrag,0.09269360825419426, 50,0.04466786310076713
messages,0.0926407091319561, filesystem,0.04457191191613674
qiodevice,0.0926279549797376, child,0.04455154032136003
history,0.09260646104812623, second,0.044462163001298904
required,0.09260398927036413, engine,0.04442615061998367
authentication,0.09248015071664538, fake_flags,0.04442194849252701
capability,0.09236645512282848, so,0.04434044407410088
source,0.09233402631887258, deploy,0.04420003046592077
your,0.09230710566043854, ops,0.0441315732896328
random,0.09215649589896202, smi-s,0.04403576329350471
figuring,0.09210273623466492, total,0.04400238146384557
tst_bic,0.09209718927741051, strutils,0.043950144201517105
crash,0.09207595969021412, reservation,0.043944550678133965
